GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
millete,com.puntomartinez.millete.investments.infrastructure.out.persistence.postgresql.mappers,InvestmentEntityMapper,0,31,0,2,0,15,0,2,0,1
millete,com.puntomartinez.millete.users.infrastructure.out.persistence.postgresql.adapters,UserPostgresAdapter,12,78,0,2,2,17,1,6,1,5
millete,com.puntomartinez.millete.users.infrastructure.out.persistence.postgresql.adapters,UserSessionPostgresAdapter,0,82,0,0,0,20,0,8,0,8
millete,com.puntomartinez.millete.users.infrastructure.out.persistence.postgresql.adapters,UserLoginSecurityPostgresAdapter,0,35,0,0,0,7,0,3,0,3
millete,com.puntomartinez.millete.users.infrastructure.out.persistence.postgresql.adapters,UserPreferencesPostgresAdapter,0,42,0,0,0,11,0,4,0,4
millete,com.puntomartinez.millete.plannedtransactions.infrastructure.out.categories,CategoryDisplayAdapter,0,35,0,0,0,15,0,4,0,4
millete,com.puntomartinez.millete.plannedtransactions.infrastructure.out.categories,CategoryExistenceAdapter,0,13,0,0,0,6,0,2,0,2
millete,com.puntomartinez.millete.transactions.infrastructure.in.controller.dto,TransactionResponseDTO,0,33,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.transactions.infrastructure.in.controller.dto,RegisterTransactionRequestDTO,0,18,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.transactions.infrastructure.in.controller.dto,TransactionMetricsResponseDTO,0,27,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.transactions.infrastructure.in.controller.dto,UpdateTransactionRequestDTO,0,18,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.investments.domain.ports.in,UpdateInvestmentUseCase.UpdateInvestmentCommand,0,27,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.investments.domain.ports.in,RegisterInvestmentUseCase.RegisterInvestmentCommand,0,24,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.savingsgoals.domain.utils,GoalPriority,0,21,0,0,0,4,0,1,0,1
millete,com.puntomartinez.millete.categories.infrastructure.out.persistence.postgresql.adapters,CategoryPostgresAdapter,22,170,2,6,6,40,5,13,3,11
millete,com.puntomartinez.millete.dashboard.infrastructure.in.controller.dto,DashboardTransactionsResponseDTO,0,6,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.dashboard.infrastructure.in.controller.dto,DashboardHistoryResponseDTO,0,12,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.dashboard.infrastructure.in.controller.dto,CategoryExpenseItemResponseDTO,0,18,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.dashboard.infrastructure.in.controller.dto,RecentTransactionResponseDTO,0,27,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.dashboard.infrastructure.in.controller.dto,DashboardGoalsResponseDTO,0,6,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.dashboard.infrastructure.in.controller.dto,SavingsGoalResponseDTO,0,24,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.dashboard.infrastructure.in.controller.dto,BudgetItemResponseDTO,0,18,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.dashboard.infrastructure.in.controller.dto,DashboardBudgetsResponseDTO,0,9,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.dashboard.infrastructure.in.controller.dto,DashboardMetricsResponseDTO,0,27,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.dashboard.infrastructure.in.controller.dto,DashboardCategoriesResponseDTO,0,9,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.groupgoals.infrastructure.out.notifications,GoalInvitationNotificationAdapter,48,0,0,0,15,0,3,0,3,0
millete,com.puntomartinez.millete.shared.domain.exception,AuthenticationFailedException,0,9,0,0,0,4,0,2,0,2
millete,com.puntomartinez.millete.shared.domain.exception,ForbiddenOperationException,5,4,0,0,2,2,1,1,1,1
millete,com.puntomartinez.millete.shared.domain.exception,InvalidInputException,0,9,0,0,0,4,0,2,0,2
millete,com.puntomartinez.millete.shared.domain.exception,ResourceAlreadyExistsException,0,9,0,0,0,4,0,2,0,2
millete,com.puntomartinez.millete.shared.domain.exception,ResourceNotFoundException,0,9,0,0,0,4,0,2,0,2
millete,com.puntomartinez.millete.shared.domain.exception,DomainException,0,9,0,0,0,4,0,2,0,2
millete,com.puntomartinez.millete.savingsgoals.domain.model,SavingsGoal,0,390,3,65,0,122,3,60,0,29
millete,com.puntomartinez.millete.categories.infrastructure.in.controller,CategoryController,0,202,1,13,0,55,1,14,0,8
millete,com.puntomartinez.millete.transactions.infrastructure.out.persistence.postgresql.mappers,TransactionEntityMapper,0,78,0,4,0,27,0,4,0,2
millete,com.puntomartinez.millete.transactions.infrastructure.out.persistence.postgresql.mappers,TransactionEntityMapperImpl,3,0,0,0,1,0,1,0,1,0
millete,com.puntomartinez.millete.dashboard.infrastructure.out.savingsgoals,SavingsGoalQueryPostgresAdapter,1,39,1,1,0,17,1,3,0,3
millete,com.puntomartinez.millete.dataexport.infrastructure.out.investments,InvestmentExportAdapter,0,51,0,0,0,23,0,3,0,3
millete,com.puntomartinez.millete.dataexport.infrastructure.out.investments,InvestmentImportAdapter,2,62,2,6,1,25,2,4,0,2
millete,com.puntomartinez.millete.plannedtransactions.infrastructure.out.persistence.postgresql.mappers,PlannedTransactionEntityMapper,0,68,0,10,0,27,0,10,0,5
millete,com.puntomartinez.millete.plannedtransactions.infrastructure.out.persistence.postgresql.mappers,PlannedTransactionEntityMapperImpl,2,75,1,1,1,19,1,2,0,2
millete,com.puntomartinez.millete.users.domain.validation,EmailValidator,0,24,0,6,0,5,0,6,0,3
millete,com.puntomartinez.millete.users.domain.validation,ZoneIdValidator,12,69,9,13,3,19,9,5,0,3
millete,com.puntomartinez.millete.dataexport.infrastructure.out.fileexport,PdfBoxFileExportAdapter,1276,0,54,0,272,0,52,0,25,0
millete,com.puntomartinez.millete.dataexport.infrastructure.out.fileexport,ZipFileExportAdapter,326,618,22,16,45,93,16,15,0,10
millete,com.puntomartinez.millete.dataexport.infrastructure.out.fileexport,PdfBoxFileExportAdapter.PdfPageContext,36,0,0,0,11,0,3,0,3,0
millete,com.puntomartinez.millete.plannedtransactions.infrastructure.out.persistence.postgresql.adapters,PlannedTransactionPostgresAdapter,30,150,1,5,9,44,5,10,4,8
millete,com.puntomartinez.millete.notifications.infrastructure.in.controller,NotificationController,0,147,0,4,0,57,0,9,0,7
millete,com.puntomartinez.millete.dataexport.infrastructure.out.savingsgoals,SavingsGoalImportAdapter,3,65,3,7,1,25,3,4,0,2
millete,com.puntomartinez.millete.dataexport.infrastructure.out.savingsgoals,SavingsGoalExportAdapter,47,0,2,0,21,0,4,0,3,0
millete,com.puntomartinez.millete.groupgoals.infrastructure.out.persistence.postgresql.adapters,GoalInvitationPostgresAdapter,0,92,0,0,0,28,0,7,0,7
millete,com.puntomartinez.millete.groupgoals.infrastructure.out.persistence.postgresql.adapters,GoalPostgresAdapter,19,52,2,2,7,11,3,4,1,4
millete,com.puntomartinez.millete.groupgoals.infrastructure.out.persistence.postgresql.adapters,GoalMemberPostgresAdapter,103,0,4,0,31,0,10,0,8,0
millete,com.puntomartinez.millete.groupgoals.infrastructure.out.persistence.postgresql.adapters,GoalContributionPostgresAdapter,15,79,0,0,5,26,1,6,1,6
millete,com.puntomartinez.millete.dataexport.infrastructure.in.controller,DataExportController,0,161,0,0,0,37,0,6,0,6
millete,com.puntomartinez.millete.dataexport.infrastructure.in.controller,DataImportController,1,94,2,6,1,26,2,5,0,3
millete,com.puntomartinez.millete.transactions.domain.ports.in,RegisterTransactionUseCase.RegisterTransactionResult,0,9,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.transactions.domain.ports.in,RegisterTransactionUseCase.RegisterTransactionCommand,0,21,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.transactions.domain.ports.in,UpdateTransactionUseCase.UpdateTransactionCommand,0,21,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.transactions.domain.ports.in,GetTransactionMetricsUseCase.MetricsResult,0,27,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.transactions.domain.ports.in,GetTransactionMetricsUseCase.MetricsCommand,0,9,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.dataexport.application.services,DataExportService,120,543,6,16,53,204,10,18,5,12
millete,com.puntomartinez.millete.dataexport.application.services,DataImportService,48,224,1,7,16,67,1,9,0,6
millete,com.puntomartinez.millete.groupgoals.application.services,GroupGoalCommandService,60,332,12,14,16,104,14,20,4,17
millete,com.puntomartinez.millete.groupgoals.application.services,GroupGoalInvitationService,57,365,10,20,14,122,16,18,7,12
millete,com.puntomartinez.millete.groupgoals.application.services,GroupGoalQueryService,199,290,21,14,68,96,21,18,7,14
millete,com.puntomartinez.millete.shared.domain.time,TimeProvider,0,6,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.users.infrastructure.out.persistence.postgresql.mappers,UserSessionEntityMapperImpl,4,72,2,2,2,19,2,3,0,3
millete,com.puntomartinez.millete.users.infrastructure.out.persistence.postgresql.mappers,UserLoginSecurityEntityMapperImpl,4,72,2,2,2,19,2,3,0,3
millete,com.puntomartinez.millete.users.infrastructure.out.persistence.postgresql.mappers,UserEntityMapperImpl,4,99,2,2,2,31,2,3,0,3
millete,com.puntomartinez.millete.users.infrastructure.out.persistence.postgresql.mappers,UserPreferencesEntityMapperImpl,4,73,4,4,2,21,4,3,0,3
millete,com.puntomartinez.millete.investments.application.services,InvestmentService,0,141,0,0,0,41,0,13,0,13
millete,com.puntomartinez.millete.investments.application.services,InvestmentQueryService,14,731,11,47,3,187,11,36,0,15
millete,com.puntomartinez.millete.categories.infrastructure.in.controller.dto,UpdateCategoryRequestDTO,0,12,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.categories.infrastructure.in.controller.dto,CategoryResponseDTO,0,24,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.categories.infrastructure.in.controller.dto,RegisterCategoryRequestDTO,0,12,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.investments.domain.model,Investment,2,351,5,39,1,89,5,49,0,32
millete,com.puntomartinez.millete.investments.domain.model,Investment.InvestmentType,0,33,0,0,0,2,0,1,0,1
millete,com.puntomartinez.millete.groupgoals.domain.ports.out,UserLookupPort.UserInfo,0,12,0,0,0,1,0,1,0,1
millete,com.puntomartinez.millete.groupgoals.domain.ports.out,GoalContributionRepository.MemberContributionTotals,15,0,0,0,1,0,1,0,1,0
millete,com.puntomartinez.millete.notifications.infrastructure.out.persistence.postgresql.mappers,NotificationEntityMapperImpl,2,66,2,2,1,18,2,2,0,2
millete,com.puntomartinez.millete.notifications.infrastructure.out.persistence.postgresql.mappers,NotificationEntityMapper,0,30,0,2,0,15,0,2,0,1
millete,com.puntomartinez.millete.savingsgoals.infrastructure.in.controller,SavingsGoalController,0,295,1,15,0,83,1,18,0,11
